ITEM;DESTINATARIO_DOACAO;CNPJ_DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
987;PREFEITURA DE PAINS;20.920.575/0001-30;2020-06-17;PAINS;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
988;PREFEITURA DE PAINS;20.920.575/0001-30;2020-06-17;PAINS;TOUCA DESCARTAVEL;3000;UN;0,27;810
989;PREFEITURA DE PAINS;20.920.575/0001-30;2020-06-17;PAINS;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
990;PREFEITURA DE REDUTO;01.614.977/0001-61;2020-06-17;REDUTO;AVENTAL;300;UN;10,9;3270
991;PREFEITURA DE REDUTO;01.614.977/0001-61;2020-06-17;REDUTO;LUVA DESCARTAVEL;4000;UN;0,4;1600
992;PREFEITURA DE REDUTO;01.614.977/0001-61;2020-06-17;REDUTO;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
993;PREFEITURA DE REDUTO;01.614.977/0001-61;2020-06-17;REDUTO;TOUCA DESCARTAVEL;3000;UN;0,27;810
994;PREFEITURA DE REDUTO;01.614.977/0001-61;2020-06-17;REDUTO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
995;PREFEITURA DE PIEDADE DE CARATINGA;01.613.130/0001-62;2020-06-17;PIEDADE DE CARATINGA;AVENTAL;300;UN;10,9;3270
996;PREFEITURA DE PIEDADE DE CARATINGA;01.613.130/0001-62;2020-06-17;PIEDADE DE CARATINGA;LUVA DESCARTAVEL;4000;UN;0,4;1600
997;PREFEITURA DE PIEDADE DE CARATINGA;01.613.130/0001-62;2020-06-17;PIEDADE DE CARATINGA;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
998;PREFEITURA DE PIEDADE DE CARATINGA;01.613.130/0001-62;2020-06-17;PIEDADE DE CARATINGA;TOUCA DESCARTAVEL;3000;UN;0,27;810
999;PREFEITURA DE PIEDADE DE CARATINGA;01.613.130/0001-62;2020-06-17;PIEDADE DE CARATINGA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1000;PREFEITURA DE RIONOVO;18.338.244/0001-44;2020-06-17;RIO NOVO;AVENTAL;200;UN;10,9;2180
1001;PREFEITURA DE RIONOVO;18.338.244/0001-44;2020-06-17;RIO NOVO;LUVA DESCARTAVEL;2000;UN;0,4;800
1002;PREFEITURA DE RIONOVO;18.338.244/0001-44;2020-06-17;RIO NOVO;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
1003;PREFEITURA DE RIONOVO;18.338.244/0001-44;2020-06-17;RIO NOVO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1004;PREFEITURA DE RIONOVO;18.338.244/0001-44;2020-06-17;RIO NOVO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1005;PREFEITURA DE PAIPEDRO;01.612.479/0001-80;2020-06-17;PAI PEDRO;AVENTAL;200;UN;10,9;2180
1006;PREFEITURA DE PAIPEDRO;01.612.479/0001-80;2020-06-17;PAI PEDRO;LUVA DESCARTAVEL;3000;UN;0,4;1200
1007;PREFEITURA DE PAIPEDRO;01.612.479/0001-80;2020-06-17;PAI PEDRO;OCULOS DE PROTECAO DOAC 3,60;360;UN;3,6;1296
1008;PREFEITURA DE PAIPEDRO;01.612.479/0001-80;2020-06-17;PAI PEDRO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1009;PREFEITURA DE PAIPEDRO;01.612.479/0001-80;2020-06-17;PAI PEDRO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1010;PREFEITURA DE SAOJOAODOPARAISO;24.791.154/0001-07;2020-06-17;SAO JOAO DO PARAISO;AVENTAL;600;UN;10,9;6540
1011;PREFEITURA DE SAOJOAODOPARAISO;24.791.154/0001-07;2020-06-17;SAO JOAO DO PARAISO;LUVA DESCARTAVEL;10000;UN;0,4;4000
1012;PREFEITURA DE SAOJOAODOPARAISO;24.791.154/0001-07;2020-06-17;SAO JOAO DO PARAISO;OCULOS DE PROTECAO DOAC 3,60;880;UN;3,6;3168
1013;PREFEITURA DE SAOJOAODOPARAISO;24.791.154/0001-07;2020-06-17;SAO JOAO DO PARAISO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1014;PREFEITURA DE SAOJOAODOPARAISO;24.791.154/0001-07;2020-06-17;SAO JOAO DO PARAISO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1015;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;AVENTAL;100;UN;10,9;1090
1016;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;LUVA DESCARTAVEL;1000;UN;0,4;400
1017;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;OCULOS DE PROTECAO DOAC 3,60;160;UN;3,6;576
1018;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;TOUCA DESCARTAVEL;3000;UN;0,27;810
1019;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;MASCARA DE PROTECAO;600;UN;4,396;2637,6
1020;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;1000;UN;9,9;9900
1021;PREFEITURA DE SANTA CRUZ DE SALINAS;01.612.497/0001-61;2020-06-17;SANTA CRUZ DE SALINAS;MASCARA DESCARTAVEL;200;UN;2,74;548
1022;PREFEITURA DE SANTANADOJACARE;17.888.116/0001-01;2020-06-17;SANTANA DO JACARE;AVENTAL;100;UN;10,9;1090
1023;PREFEITURA DE SANTANADOJACARE;17.888.116/0001-01;2020-06-17;SANTANA DO JACARE;LUVA DESCARTAVEL;2000;UN;0,4;800
1024;PREFEITURA DE SANTANADOJACARE;17.888.116/0001-01;2020-06-17;SANTANA DO JACARE;OCULOS DE PROTECAO DOAC 3,60;80;UN;3,6;288
1025;PREFEITURA DE SANTANADOJACARE;17.888.116/0001-01;2020-06-17;SANTANA DO JACARE;TOUCA DESCARTAVEL;3000;UN;0,27;810
1026;PREFEITURA DE SANTANADOJACARE;17.888.116/0001-01;2020-06-17;SANTANA DO JACARE;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1027;PREFEITURA DE OLHOSD'AGUA;01.612.547/0001-00;2020-06-17;OLHOS D'AGUA;AVENTAL;200;UN;10,9;2180
1028;PREFEITURA DE OLHOSD'AGUA;01.612.547/0001-00;2020-06-17;OLHOS D'AGUA;LUVA DESCARTAVEL;3000;UN;0,4;1200
1029;PREFEITURA DE OLHOSD'AGUA;01.612.547/0001-00;2020-06-17;OLHOS D'AGUA;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
1030;PREFEITURA DE OLHOSD'AGUA;01.612.547/0001-00;2020-06-17;OLHOS D'AGUA;TOUCA DESCARTAVEL;3000;UN;0,27;810
1031;PREFEITURA DE OLHOSD'AGUA;01.612.547/0001-00;2020-06-17;OLHOS D'AGUA;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1032;PREFEITURA DE RESPLENDOR;18.413.161/0001-72;2020-06-17;RESPLENDOR;AVENTAL;10000;UN;10,9;109000
1033;PREFEITURA DE RESPLENDOR;18.413.161/0001-72;2020-06-17;RESPLENDOR;LUVA DESCARTAVEL;8000;UN;0,4;3200
1034;PREFEITURA DE RESPLENDOR;18.413.161/0001-72;2020-06-17;RESPLENDOR;OCULOS DE PROTECAO DOAC 3,60;16000;UN;3,6;57600
1035;PREFEITURA DE RESPLENDOR;18.413.161/0001-72;2020-06-17;RESPLENDOR;TOUCA DESCARTAVEL;15000;UN;0,27;4050
1036;PREFEITURA DE DOMCAVATI;18.080.283/0001-94;2020-06-17;DOM CAVATI;LUVA DESCARTAVEL;4000;UN;0,4;1600
1037;PREFEITURA DE DOMCAVATI;18.080.283/0001-94;2020-06-17;DOM CAVATI;MASCARA DE PROTECAO FACE SHIELD;25;UN;3,6;90
1038;PREFEITURA DE DOMCAVATI;18.080.283/0001-94;2020-06-17;DOM CAVATI;TOUCA DESCARTAVEL;3000;UN;0,27;810
1039;PREFEITURA DE DOMCAVATI;18.080.283/0001-94;2020-06-17;DOM CAVATI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
1040;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-17;SALINAS;AVENTAL;500;UN;10,9;5450
1041;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-17;SALINAS;LUVA DESCARTAVEL;1000;UN;0,4;400
1042;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-17;SALINAS;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1043;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-17;SALINAS;TOUCA DESCARTAVEL;3000;UN;0,27;810
1044;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-17;SALINAS;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1045;PREFEITURA DE PAULACANDIDO;17.763.715/0001-07;2020-06-17;PAULA CÂNDIDO;AVENTAL;300;UN;10,9;3270
1046;PREFEITURA DE PAULACANDIDO;17.763.715/0001-07;2020-06-17;PAULA CÂNDIDO;LUVA DESCARTAVEL;5000;UN;0,4;2000
1047;PREFEITURA DE PAULACANDIDO;17.763.715/0001-07;2020-06-17;PAULA CÂNDIDO;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
1048;PREFEITURA DE PAULACANDIDO;17.763.715/0001-07;2020-06-17;PAULA CÂNDIDO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1049;PREFEITURA DE PAULACANDIDO;17.763.715/0001-07;2020-06-17;PAULA CÂNDIDO;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1050;PREFEITURA DE NANUQUE;18.398.974/0001-30;2020-06-17;NANUQUE;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1051;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;AVENTAL;5000;UN;10,9;54500
1052;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;MASCARA DESCARTAVEL N95;4000;UN;13;52000
1053;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;OCULOS DE PROTECAO DOAC 3,60;1000;UN;3,6;3600
1054;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;TOUCA DESCARTAVEL;42000;UN;0,27;11340
1055;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;AVENTAL;12000;UN;10,9;130800
1056;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;LUVA DESCARTAVEL;5000;UN;0,4;2000
1057;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;MASCARA DESCARTAVEL N95;4000;UN;13;52000
1058;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;OCULOS DE PROTECAO DOAC 9,10;3000;UN;9,1;27300
1059;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-17;BELO HORIZONTE;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1060;CEDEC - CORDENADORIA ESTADUAL DE DEFESA TEL:;18.715.516/0001-88;2020-06-18;BELO HORIZONTE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;800;UN;9,9;7920
1061;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-06-19;CONTAGEM;AVENTAL;16900;UN;10,9;184210
1062;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-06-19;CONTAGEM;LUVA DESCARTAVEL;65000;UN;0,4;26000
1063;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-06-19;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;775;UN;3,6;2790
1064;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-06-19;CONTAGEM;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1065;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-06-19;CONTAGEM;TOUCA DESCARTAVEL;42000;UN;0,27;11340
1066;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-19;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
1067;CBMMG-CORPODEBOMBEIROSMILITARDE;18.715.516/0001-88;2020-06-19;BELO HORIZONTE;MASCARA DESCARTAVEL N95;8000;UN;13;104000
1068;PREFEITURA DE SAOLOURENCO;18.188.219/0001-21;2020-06-19;SAO LOURENÇO;AVENTAL;600;UN;10,9;6540
1069;PREFEITURA DE SAOLOURENCO;18.188.219/0001-21;2020-06-19;SAO LOURENÇO;LUVA DESCARTAVEL;10000;UN;0,4;4000
1070;PREFEITURA DE SAOLOURENCO;18.188.219/0001-21;2020-06-19;SAO LOURENÇO;OCULOS DE PROTECAO DOAC 3,60;1160;UN;3,6;4176
1071;PREFEITURA DE SAOLOURENCO;18.188.219/0001-21;2020-06-19;SAO LOURENÇO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1072;PREFEITURA DE NANUQUE;18.398.974/0001-30;2020-06-19;NANUQUE;AVENTAL;800;UN;10,9;8720
1073;PREFEITURA DE NANUQUE;18.398.974/0001-30;2020-06-19;NANUQUE;LUVA DESCARTAVEL;14000;UN;0,4;5600
1074;PREFEITURA DE NANUQUE;18.398.974/0001-30;2020-06-19;NANUQUE;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1075;PREFEITURA DE NANUQUE;18.398.974/0001-30;2020-06-19;NANUQUE;TOUCA DESCARTAVEL;12000;UN;0,27;3240
1076;PREFEITURA DE PORTEIRINHA;18.013.326/0001-19;2020-06-19;PORTEIRINHA;AVENTAL;4500;UN;10,9;49050
1077;PREFEITURA DE PORTEIRINHA;18.013.326/0001-19;2020-06-19;PORTEIRINHA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1078;PREFEITURA DE PORTEIRINHA;18.013.326/0001-19;2020-06-19;PORTEIRINHA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1079;PREFEITURA DE PORTEIRINHA;18.013.326/0001-19;2020-06-19;PORTEIRINHA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1080;PREFEITURA DE PORTEIRINHA;18.013.326/0001-19;2020-06-19;PORTEIRINHA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1081;PREFEITURA DE PORTEIRINHA;18.013.326/0001-19;2020-06-19;PORTEIRINHA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1082;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;AVENTAL;100;UN;10,9;1090
1083;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;LUVA DESCARTAVEL;10000;UN;0,4;4000
1084;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;OCULOS DE PROTECAO DOAC 3,60;40;UN;3,6;144
1085;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;TOUCA DESCARTAVEL;21000;UN;0,27;5670
1086;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;AVENTAL;1000;UN;10,9;10900
1087;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;LUVA DESCARTAVEL;15000;UN;0,4;6000
1088;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;OCULOS DE PROTECAO DOAC 9,10;720;UN;9,1;6552
1089;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;TOUCA DESCARTAVEL;3000;UN;0,27;810
1090;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;AVENTAL;4500;UN;10,9;49050
1091;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1092;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1093;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1094;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1095;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-06-22;SALINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1096;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-22;GOVERNADOR VALADARES;AVENTAL;4500;UN;10,9;49050
1097;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-22;GOVERNADOR VALADARES;LUVA DESCARTAVEL;21000;UN;0,4;8400
1098;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-22;GOVERNADOR VALADARES;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1099;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-22;GOVERNADOR VALADARES;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1100;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-22;GOVERNADOR VALADARES;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1101;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-22;GOVERNADOR VALADARES;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1102;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;AVENTAL;4500;UN;10,9;49050
1103;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1104;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1105;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1106;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1107;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1108;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;AVENTAL;4500;UN;10,9;49050
1109;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1110;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1111;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1112;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1113;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1114;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;AVENTAL;4500;UN;10,9;49050
1115;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1116;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1117;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1118;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1119;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1120;PREFEITURA DE BAEPENDI;18.008.862/0001-26;2020-06-22;BAEPENDI;AVENTAL;4500;UN;10,9;49050
1121;PREFEITURA DE BAEPENDI;18.008.862/0001-26;2020-06-22;BAEPENDI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1122;PREFEITURA DE BAEPENDI;18.008.862/0001-26;2020-06-22;BAEPENDI;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1123;PREFEITURA DE BAEPENDI;18.008.862/0001-26;2020-06-22;BAEPENDI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1124;PREFEITURA DE BAEPENDI;18.008.862/0001-26;2020-06-22;BAEPENDI;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1125;PREFEITURA DE BAEPENDI;18.008.862/0001-26;2020-06-22;BAEPENDI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1126;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;AVENTAL;4500;UN;10,9;49050
1127;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1128;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1129;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1130;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1131;PREFEITURA DE UBERABA;18.428.839/0001-90;2020-06-22;UBERABA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1132;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-22;ITAOBIM;AVENTAL;4500;UN;10,9;49050
1133;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-22;ITAOBIM;LUVA DESCARTAVEL;21000;UN;0,4;8400
1134;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-22;ITAOBIM;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1135;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-22;ITAOBIM;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1136;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-22;ITAOBIM;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1137;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-22;ITAOBIM;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1138;HOSPITAL REGIONALDEJANAÚBA;18.715.516/0001-88;2020-06-22;JANAÚBA;AVENTAL;4500;UN;10,9;49050
1139;HOSPITAL REGIONALDEJANAÚBA;18.715.516/0001-88;2020-06-22;JANAÚBA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1140;HOSPITAL REGIONALDEJANAÚBA;18.715.516/0001-88;2020-06-22;JANAÚBA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1141;HOSPITAL REGIONALDEJANAÚBA;18.715.516/0001-88;2020-06-22;JANAÚBA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1142;HOSPITAL REGIONALDEJANAÚBA;18.715.516/0001-88;2020-06-22;JANAÚBA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1143;HOSPITAL REGIONALDEJANAÚBA;18.715.516/0001-88;2020-06-22;JANAÚBA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1144;HOSPITAL MÁRCIOCUNHA;18.715.516/0001-88;2020-06-22;IPATINGA;AVENTAL;4500;UN;10,9;49050
1145;HOSPITAL MÁRCIOCUNHA;18.715.516/0001-88;2020-06-22;IPATINGA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1146;HOSPITAL MÁRCIOCUNHA;18.715.516/0001-88;2020-06-22;IPATINGA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1147;HOSPITAL MÁRCIOCUNHA;18.715.516/0001-88;2020-06-22;IPATINGA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1148;HOSPITAL MÁRCIOCUNHA;18.715.516/0001-88;2020-06-22;IPATINGA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1149;HOSPITAL MÁRCIOCUNHA;18.715.516/0001-88;2020-06-22;IPATINGA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1150;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;AVENTAL;4500;UN;10,9;49050
1151;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;LUVA DESCARTAVEL;21000;UN;0,4;8400
1152;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1153;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1154;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1155;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1156;HOSPITAL MUNICIPAL DR.JOAQUIMBROCHADO;18.715.516/0001-88;2020-06-22;UNAÍ;AVENTAL;4500;UN;10,9;49050
1157;HOSPITAL MUNICIPAL DR.JOAQUIMBROCHADO;18.715.516/0001-88;2020-06-22;UNAÍ;LUVA DESCARTAVEL;21000;UN;0,4;8400
1158;HOSPITAL MUNICIPAL DR.JOAQUIMBROCHADO;18.715.516/0001-88;2020-06-22;UNAÍ;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1159;HOSPITAL MUNICIPAL DR.JOAQUIMBROCHADO;18.715.516/0001-88;2020-06-22;UNAÍ;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1160;HOSPITAL MUNICIPAL DR.JOAQUIMBROCHADO;18.715.516/0001-88;2020-06-22;UNAÍ;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1161;HOSPITAL MUNICIPAL DR.JOAQUIMBROCHADO;18.715.516/0001-88;2020-06-22;UNAÍ;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1162;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-22;BARBACENA;AVENTAL;4500;UN;10,9;49050
1163;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-22;BARBACENA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1164;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-22;BARBACENA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
